1248						
15	Fungi						
0	Fungi	Aphelidiomycota	Aphelidiomycetes	GS16	unidentified	unidentified	unidentified
218	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Sporothrix	
0	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	unidentified	unidentified
0	Fungi	Ascomycota	Sordariomycetes	Pleurotheciales	Pleurotheciaceae		
0	Fungi	Ascomycota	Sordariomycetes	Pleurotheciales	Pleurotheciaceae	Adelosphaeria	Adelosphaeria_catenata
0	Fungi	Ascomycota	Sordariomycetes	Pleurotheciales	Pleurotheciaceae	Phaeoisaria	
0	Fungi	Ascomycota	Sordariomycetes	Pleurotheciales	Pleurotheciaceae	Pleurotheciella	
16	Fungi	Ascomycota	Sordariomycetes	Savoryellales	Savoryellaceae		
33	Fungi	Ascomycota	Sordariomycetes	Savoryellales	Savoryellaceae	Canalisporium	
21	Fungi	Ascomycota	Sordariomycetes	Savoryellales	Savoryellaceae	Neoascotaiwania	
123	Fungi	Ascomycota	Sordariomycetes	Sordariales			
0	Fungi	Ascomycota	Sordariomycetes	Sordariales	Cephalothecaceae		
3	Fungi	Ascomycota	Sordariomycetes	Sordariales	Cephalothecaceae	unidentified	unidentified
569	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
0	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	
0	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Dichotomopilus	
0	Fungi	Ascomycota	Sordariomycetes	Sordariales	Helminthosphaeriaceae	Spadicoides	
22	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae		
0	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	
40	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	unidentified	unidentified
0	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae		
0	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis		
0	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Conlarium	
9	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Conlarium	unidentified
0	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Cordana	
10	Fungi	Ascomycota	Sordariomycetes	Sordariales	unidentified	unidentified	unidentified
0	Fungi	Ascomycota	Sordariomycetes	Togniniales	Togniniaceae	Phaeoacremonium	
4	Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales	Trichosphaeriaceae	Nigrospora	
60	Fungi	Ascomycota	Sordariomycetes	Xylariales			
0	Fungi	Ascomycota	Sordariomycetes	Xylariales	Apiosporaceae	Arthrinium	
0	Fungi	Ascomycota	Sordariomycetes	Xylariales	Beltraniaceae		
0	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae		
0	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae		
0	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Idriella	Idriella_lunata
9	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae		
0	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Neopestalotiopsis	
0	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis	
7	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae		
14	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Annulohypoxylon	
0	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Biscogniauxia	
8	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Biscogniauxia	unidentified
3	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Hypoxylon	
6	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Muscodor	
0	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Nemania	
0	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Nemania	Nemania_diffusa
11	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	
0	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	unidentified
0	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariales_fam_Incertae_sedis	Castanediella	
0	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariales_fam_Incertae_sedis	Phialemoniopsis	
14	Fungi	Ascomycota	Sordariomycetes	Xylariales	unidentified	unidentified	unidentified
14	Fungi	Ascomycota	Sordariomycetes	unidentified	unidentified	unidentified	unidentified
92	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
0	Fungi	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	unidentified	unidentified	unidentified
0	Fungi	Basidiomycota					
0	Fungi	Basidiomycota	Agaricomycetes				
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
100	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae		
8	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	unidentified
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Chlorophyllum	
16	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Lepiota	
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Limacella	
3	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae		
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	unidentified
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavulinopsis	
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavulinopsis	unidentified
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Ramariopsis	unidentified
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	unidentified	unidentified
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae		
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	unidentified
3	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Rhodocybe	
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hydnangiaceae	Laccaria	
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae		
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Gliophorus	
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe_helobia
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae		
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Calvatia	
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Lyophyllum	
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae		
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae		
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus	
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae		
11	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Hymenopellis	
50	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Volvariella	
19	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae		
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae		
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Deconica	
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Galerina	
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Pholiota	
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Psilocybe	
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae		
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Arrhenia	
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Flagelloscypha	
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Gerronema	
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	unidentified
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Omphalina	Omphalina_rivulicola
0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	
14	Fungi	Basidiomycota	Agaricomycetes	Agaricales	unidentified	unidentified	unidentified
6	Fungi	Basidiomycota	Agaricomycetes	Auriculariales			
0	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Hyaloriaceae	Myxarium	
0	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	unidentified	unidentified	unidentified
0	Fungi	Basidiomycota	Agaricomycetes	Boletales	Coniophoraceae	Coniophora	
0	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	
0	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	
0	Fungi	Basidiomycota	Agaricomycetes	Cantharellales			
0	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Botryobasidiaceae	Botryobasidium	
0	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae		
0	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	unidentified
3	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	unidentified	unidentified
0	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	unidentified	unidentified	unidentified
0	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Vuilleminiaceae		
6	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	
0	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Sclerogastraceae	Sclerogaster	unidentified
0	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae		
0	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Ramaria	
0	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae		
2	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	
0	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	unidentified	unidentified	unidentified
0	Fungi	Basidiomycota	Agaricomycetes	Phallales	Clathraceae		
0	Fungi	Basidiomycota	Agaricomycetes	Phallales	Phallaceae		
0	Fungi	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Mutinus	
33	Fungi	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Phallus	
0	Fungi	Basidiomycota	Agaricomycetes	Polyporales			
0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae		
68	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma	
2	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae	Ceriporia	
0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meripilaceae		
0	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae		
0	Fungi	Basidiomycota	Agaricomycetes	Russulales			
0	Fungi	Basidiomycota	Agaricomycetes	Russulales	Lachnocladiaceae		
0	Fungi	Basidiomycota	Agaricomycetes	Russulales	Lachnocladiaceae	Dichostereum	
0	Fungi	Basidiomycota	Agaricomycetes	Russulales	Lachnocladiaceae	Vararia	Vararia_parmastoi
0	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	
0	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactifluus	Lactifluus_pseudoluteopus
6	Fungi	Basidiomycota	Agaricomycetes	Sebacinales			
0	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	unidentified
0	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae		
0	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	unidentified
0	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	unidentified	unidentified
50	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	unidentified	unidentified	unidentified
0	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Bankeraceae	Hydnellum	
0	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Bankeraceae	Hydnellum	Hydnellum_joeides
0	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Amaurodon	unidentified
0	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentellopsis	
0	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	unidentified	unidentified
0	Fungi	Basidiomycota	Agaricomycetes	Trechisporales			
11	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae		
0	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	
3	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	unidentified
0	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	unidentified	unidentified	unidentified
5	Fungi	Basidiomycota	Agaricomycetes	Tremellodendropsidales	unidentified	unidentified	unidentified
0	Fungi	Basidiomycota	Agaricomycetes	unidentified	unidentified	unidentified	unidentified
0	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales			
0	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Agaricostilbaceae		
3	Fungi	Basidiomycota	Atractiellomycetes	Atractiellales			
0	Fungi	Basidiomycota	Atractiellomycetes	Atractiellales	Atractiellales_fam_Incertae_sedis	Helicogloea	
16	Fungi	Basidiomycota	Atractiellomycetes	Atractiellales	unidentified	unidentified	unidentified
0	Fungi	Basidiomycota	Cystobasidiomycetes				
0	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	
0	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Occultifur	
0	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes_ord_Incertae_sedis	Symmetrosporaceae	Symmetrospora	
0	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiales_fam_Incertae_sedis	Sakaguchia	
0	Fungi	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae	Dacryopinax	Dacryopinax_martinii
0	Fungi	Basidiomycota	GS25	GS25	unidentified	unidentified	unidentified
0	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	
4	Fungi	Basidiomycota	Microbotryomycetes				
3	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	
0	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	unidentified	unidentified	unidentified
0	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Chrysozymaceae		
0	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Microbotryomycetes_fam_Incertae_sedis	Colacogloea	
0	Fungi	Basidiomycota	Pucciniomycetes				
0	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	unidentified	unidentified	unidentified
0	Fungi	Basidiomycota	Pucciniomycetes	Septobasidiales	Septobasidiaceae		
0	Fungi	Basidiomycota	Spiculogloeomycetes	Spiculogloeales			
14	Fungi	Basidiomycota	Spiculogloeomycetes	Spiculogloeales	unidentified	unidentified	unidentified
40	Fungi	Basidiomycota	Tremellomycetes				
0	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Cystofilobasidium	
119	Fungi	Basidiomycota	Tremellomycetes	Tremellales			
0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	
0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	
0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Sirobasidiaceae		
0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Tremella	
0	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	
28	Fungi	Basidiomycota	Tremellomycetes	Tremellales	unidentified	unidentified	unidentified
0	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales			
11	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Tetragoniomycetaceae	unidentified	unidentified
250	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae		
34	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	
26	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	
0	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	unidentified	unidentified	unidentified
6	Fungi	Basidiomycota	Tremellomycetes	unidentified	unidentified	unidentified	unidentified
0	Fungi	Basidiomycota	Tritirachiomycetes	Tritirachiales			
0	Fungi	Basidiomycota	Tritirachiomycetes	Tritirachiales	Tritirachiaceae	Paratritirachium	
0	Fungi	Basidiomycota	Tritirachiomycetes	Tritirachiales	unidentified	unidentified	unidentified
0	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Moesziomyces	
9	Fungi	Basidiomycota	unidentified	unidentified	unidentified	unidentified	unidentified
0	Fungi	Blastocladiomycota	unidentified	unidentified	unidentified	unidentified	unidentified
0	Fungi	Calcarisporiellomycota	Calcarisporiellomycetes	Calcarisporiellales	Calcarisporiellaceae	Calcarisporiella	
0	Fungi	Chytridiomycota					
0	Fungi	Chytridiomycota	Chytridiomycetes	unidentified	unidentified	unidentified	unidentified
0	Fungi	Chytridiomycota	Cladochytriomycetes	Cladochytriales	Septochytriaceae	Septochytrium	unidentified
0	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales			
0	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	
15	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	Rhizophlyctis_rosea
0	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Rhizophydiaceae	Rhizophydium	unidentified
0	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Rhizophydiales_fam_Incertae_sedis	Operculomyces	
0	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Terramycetaceae		
30	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Terramycetaceae	Terramyces	unidentified
5	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	unidentified	unidentified	unidentified
0	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Powellomycetaceae	unidentified	unidentified
0	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	
3	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	unidentified	unidentified	unidentified
2	Fungi	Chytridiomycota	Synchytriomycetes	Synchytriales	Synchytriaceae	unidentified	unidentified
0	Fungi	Chytridiomycota	unidentified	unidentified	unidentified	unidentified	unidentified
0	Fungi	Entorrhizomycota	Entorrhizomycetes	Entorrhizales	Entorrhizaceae	Entorrhiza	unidentified
0	Fungi	Glomeromycota					
0	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales			
0	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Archaeosporaceae		
0	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Archaeospora	
0	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Archaeospora	unidentified
0	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	unidentified	unidentified
0	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	
0	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae		
0	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	
0	Fungi	Glomeromycota	Glomeromycetes	Gigasporales	Gigasporaceae		
0	Fungi	Glomeromycota	Glomeromycetes	Gigasporales	Gigasporaceae	Cetraspora	
0	Fungi	Glomeromycota	Glomeromycetes	Gigasporales	Gigasporaceae	Gigaspora	Gigaspora_margarita
0	Fungi	Glomeromycota	Glomeromycetes	Gigasporales	Gigasporaceae	Scutellospora	unidentified
0	Fungi	Glomeromycota	Glomeromycetes	Glomerales			
0	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae		
0	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	unidentified
0	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	unidentified	unidentified
9	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
0	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis_mosseae
0	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
0	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_microcarpum
0	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	unidentified
0	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Kamienskia	
0	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	
4	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unidentified	unidentified
5	Fungi	Glomeromycota	Paraglomeromycetes				
0	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	
0	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Paraglomus_brasilianum
0	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Paraglomus_laccatum
0	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	unidentified	unidentified	unidentified
0	Fungi	Glomeromycota	unidentified	unidentified	unidentified	unidentified	unidentified
0	Fungi	Kickxellomycota					
9	Fungi	Kickxellomycota	GS19	unidentified	unidentified	unidentified	unidentified
0	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	
6	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	unidentified
0	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	unidentified	unidentified	unidentified
0	Fungi	Kickxellomycota	unidentified	unidentified	unidentified	unidentified	unidentified
0	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales			
0	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae		
268	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
37	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	unidentified
9	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	unidentified	unidentified	unidentified
0	Fungi	Mucoromycota	Endogonomycetes	Endogonales	unidentified	unidentified	unidentified
0	Fungi	Mucoromycota	Endogonomycetes	GS21	unidentified	unidentified	unidentified
0	Fungi	Mucoromycota	Endogonomycetes	GS22	unidentified	unidentified	unidentified
0	Fungi	Mucoromycota	Endogonomycetes	unidentified	unidentified	unidentified	unidentified
0	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Backusellaceae	Backusella	
0	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	
146	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	unidentified
0	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Cunninghamella	
0	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Gongronella	
0	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Apophysomyces	
0	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	
0	Fungi	Mucoromycota	Umbelopsidomycetes	GS23	unidentified	unidentified	unidentified
0	Fungi	Rozellomycota					
4	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	Branch02	unidentified	unidentified	unidentified
5	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS05	unidentified	unidentified	unidentified
0	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS06	unidentified	unidentified	unidentified
0	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS07	unidentified	unidentified	unidentified
0	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS08	unidentified	unidentified	unidentified
44	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS10	unidentified	unidentified	unidentified
222	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS11	unidentified	unidentified	unidentified
74	Fungi	Rozellomycota	unidentified	unidentified	unidentified	unidentified	unidentified
19	Fungi	Zoopagomycota	Zoopagomycetes	Zoopagales	unidentified	unidentified	unidentified
0	Fungi	Zoopagomycota	unidentified	unidentified	unidentified	unidentified	unidentified
58	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
