Module	Section	Sample Name	Source
FastQC (trimmed)	all_sections	SE4636_J4816_S249_L001_R1_001	/srv/projects/ace_bioinformatics/acepipe_results/P271_C_single/J4816/qc_reports/trimmed_fastqc/SE4636_J4816_S249_L001_R1_001_trimmed_fastqc.zip
FastQC (trimmed)	all_sections	SE4637_J4816_S250_L001_R1_001	/srv/projects/ace_bioinformatics/acepipe_results/P271_C_single/J4816/qc_reports/trimmed_fastqc/SE4637_J4816_S250_L001_R1_001_trimmed_fastqc.zip
FastQC (trimmed)	all_sections	SE4638_J4816_S251_L001_R1_001	/srv/projects/ace_bioinformatics/acepipe_results/P271_C_single/J4816/qc_reports/trimmed_fastqc/SE4638_J4816_S251_L001_R1_001_trimmed_fastqc.zip
FastQC (trimmed)	all_sections	SE4639_J4816_S252_L001_R1_001	/srv/projects/ace_bioinformatics/acepipe_results/P271_C_single/J4816/qc_reports/trimmed_fastqc/SE4639_J4816_S252_L001_R1_001_trimmed_fastqc.zip
FastQC (trimmed)	all_sections	SE4640_J4816_S253_L001_R1_001	/srv/projects/ace_bioinformatics/acepipe_results/P271_C_single/J4816/qc_reports/trimmed_fastqc/SE4640_J4816_S253_L001_R1_001_trimmed_fastqc.zip
FastQC (trimmed)	all_sections	SE4641_J4816_S254_L001_R1_001	/srv/projects/ace_bioinformatics/acepipe_results/P271_C_single/J4816/qc_reports/trimmed_fastqc/SE4641_J4816_S254_L001_R1_001_trimmed_fastqc.zip
FastQC (trimmed)	all_sections	SE4642_J4816_S255_L001_R1_001	/srv/projects/ace_bioinformatics/acepipe_results/P271_C_single/J4816/qc_reports/trimmed_fastqc/SE4642_J4816_S255_L001_R1_001_trimmed_fastqc.zip
FastQC (trimmed)	all_sections	SE4643_J4816_S256_L001_R1_001	/srv/projects/ace_bioinformatics/acepipe_results/P271_C_single/J4816/qc_reports/trimmed_fastqc/SE4643_J4816_S256_L001_R1_001_trimmed_fastqc.zip
FastQC (trimmed)	all_sections	SE4644_J4816_S257_L001_R1_001	/srv/projects/ace_bioinformatics/acepipe_results/P271_C_single/J4816/qc_reports/trimmed_fastqc/SE4644_J4816_S257_L001_R1_001_trimmed_fastqc.zip
FastQC (trimmed)	all_sections	SE4645_J4816_S258_L001_R1_001	/srv/projects/ace_bioinformatics/acepipe_results/P271_C_single/J4816/qc_reports/trimmed_fastqc/SE4645_J4816_S258_L001_R1_001_trimmed_fastqc.zip
FastQC (trimmed)	all_sections	SE4646_J4816_S259_L001_R1_001	/srv/projects/ace_bioinformatics/acepipe_results/P271_C_single/J4816/qc_reports/trimmed_fastqc/SE4646_J4816_S259_L001_R1_001_trimmed_fastqc.zip
FastQC (trimmed)	all_sections	SE4647_J4816_S260_L001_R1_001	/srv/projects/ace_bioinformatics/acepipe_results/P271_C_single/J4816/qc_reports/trimmed_fastqc/SE4647_J4816_S260_L001_R1_001_trimmed_fastqc.zip
FastQC (trimmed)	all_sections	SE4648_J4816_S261_L001_R1_001	/srv/projects/ace_bioinformatics/acepipe_results/P271_C_single/J4816/qc_reports/trimmed_fastqc/SE4648_J4816_S261_L001_R1_001_trimmed_fastqc.zip
